Province/State,Country/Region,WHO Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,Sum of Confirmed cases
,Azerbaijan,Europe,40.1431,47.5769,21/07/2020,28242,376,19939,7927,
,Bahamas,Americas,25.025885,-78.035889,21/07/2020,194,11,91,92,
,Bahrain,Eastern Mediterranean,26.0275,50.55,21/07/2020,37316,129,33455,3732,
,Bangladesh,South-East Asia,23.685,90.3563,21/07/2020,210510,2709,115397,92404,
,Barbados,Americas,13.1939,-59.5432,21/07/2020,106,7,91,8,
,Belarus,Europe,53.7098,27.9534,21/07/2020,66348,507,58592,7249,
,Belgium,Europe,50.8333,4.469936,21/07/2020,64258,9805,17330,37123,
,Benin,Africa,9.3077,2.3158,21/07/2020,1602,31,782,789,
,Bhutan,South-East Asia,27.5142,90.4336,21/07/2020,92,0,83,9,
,Bolivia,Americas,-16.2902,-63.5887,21/07/2020,62357,2273,19290,40794,
,Bosnia and Herzegovina,Europe,43.9159,17.6791,21/07/2020,8787,264,4003,4520,
,Brazil,Americas,-14.235,-51.9253,21/07/2020,2159654,81487,1555339,522828,
,Brunei,Western Pacific,4.5353,114.7277,21/07/2020,141,3,138,0,
,Bulgaria,Europe,42.7339,25.4858,21/07/2020,9254,313,4521,4420,
,Burkina Faso,Africa,12.2383,-1.5616,21/07/2020,1065,53,901,111,
,Cabo Verde,Africa,16.5388,-23.0418,21/07/2020,2107,21,1100,986,
,Cambodia,Western Pacific,11.55,104.9167,21/07/2020,197,0,140,57,
,Cameroon,Africa,3.848,11.5021,21/07/2020,16522,382,13728,2412,
Alberta,Canada,Americas,53.9333,-116.5765,21/07/2020,9728,172,0,9556,
British Columbia,Canada,Americas,53.7267,-127.6476,21/07/2020,3328,189,0,3139,
Manitoba,Canada,Americas,53.7609,-98.8139,21/07/2020,366,7,0,359,
New Brunswick,Canada,Americas,46.5653,-66.4619,21/07/2020,170,2,0,168,
Newfoundland and Labrador,Canada,Americas,53.1355,-57.6604,21/07/2020,263,3,0,260,
Nova Scotia,Canada,Americas,44.682,-63.7443,21/07/2020,1067,63,0,1004,
Ontario,Canada,Americas,51.2538,-85.3232,21/07/2020,39718,2798,0,36920,
Prince Edward Island,Canada,Americas,46.5107,-63.4168,21/07/2020,36,0,0,36,
Quebec,Canada,Americas,52.9399,-73.5491,21/07/2020,57796,5658,0,52138,
Saskatchewan,Canada,Americas,52.9399,-106.4509,21/07/2020,970,15,0,955,
,Central African Republic,Africa,6.6111,20.9394,21/07/2020,4561,55,1411,3095,
,Chad,Africa,15.4542,18.7322,21/07/2020,889,75,803,11,
,Chile,Americas,-35.6751,-71.543,21/07/2020,334683,8677,306816,19190,
Anhui,China,Western Pacific,31.8257,117.2264,21/07/2020,991,6,985,0,
Beijing,China,Western Pacific,40.1824,116.4142,21/07/2020,929,9,833,87,
Chongqing,China,Western Pacific,30.0572,107.874,21/07/2020,583,6,576,1,
Fujian,China,Western Pacific,26.0789,117.9874,21/07/2020,364,1,361,2,
Gansu,China,Western Pacific,35.7518,104.2861,21/07/2020,167,2,165,0,
Guangdong,China,Western Pacific,23.3417,113.4244,21/07/2020,1661,8,1637,16,
Guangxi,China,Western Pacific,23.8298,108.7881,21/07/2020,255,2,252,1,
Guizhou,China,Western Pacific,26.8154,106.8748,21/07/2020,147,2,145,0,
Hainan,China,Western Pacific,19.1959,109.7453,21/07/2020,171,6,165,0,
Hebei,China,Western Pacific,39.549,116.1306,21/07/2020,349,6,0,343,
Heilongjiang,China,Western Pacific,47.862,127.7615,21/07/2020,947,13,934,0,
Henan,China,Western Pacific,37.8957,114.9042,21/07/2020,1276,22,0,1254,
Hong Kong,China,Western Pacific,22.3,114.2,21/07/2020,1958,14,1324,620,
Hubei,China,Western Pacific,30.9756,112.2707,21/07/2020,68135,4512,63623,0,
Hunan,China,Western Pacific,27.6104,111.7088,21/07/2020,1019,4,1015,0,
Inner Mongolia,China,Western Pacific,44.0935,113.9448,21/07/2020,249,1,237,11,
Jiangsu,China,Western Pacific,32.9711,119.455,21/07/2020,654,0,654,0,
Jiangxi,China,Western Pacific,27.614,115.7221,21/07/2020,932,1,931,0,
Jilin,China,Western Pacific,43.6661,126.1923,21/07/2020,155,2,153,0,
Liaoning,China,Western Pacific,41.2956,122.6085,21/07/2020,164,2,157,5,
Macau,China,Western Pacific,22.1667,113.55,21/07/2020,46,0,46,0,
Ningxia,China,Western Pacific,37.2692,106.1655,21/07/2020,75,0,75,0,
Qinghai,China,Western Pacific,35.7452,95.9956,21/07/2020,18,0,18,0,
Shaanxi,China,Western Pacific,35.1917,108.8701,21/07/2020,322,3,316,3,
Shandong,China,Western Pacific,36.3427,118.1498,21/07/2020,798,7,785,6,
Shanghai,China,Western Pacific,31.202,121.4491,21/07/2020,737,7,709,21,
Shanxi,China,Western Pacific,37.5777,112.2922,21/07/2020,201,0,198,3,
Sichuan,China,Western Pacific,30.6171,102.7103,21/07/2020,603,3,593,7,
Tianjin,China,Western Pacific,39.3054,117.323,21/07/2020,203,3,195,5,
Tibet,China,Western Pacific,31.6927,88.0924,21/07/2020,1,0,1,0,
Xinjiang,China,Western Pacific,41.1129,85.2401,21/07/2020,140,3,73,64,
Yunnan,China,Western Pacific,24.974,101.487,21/07/2020,188,2,185,1,
Zhejiang,China,Western Pacific,29.1832,120.0934,21/07/2020,1270,1,1267,2,
,Colombia,Americas,4.5709,-74.2973,21/07/2020,211038,7166,98840,105032,
,Congo (Brazzaville),Africa,-0.228,15.8277,21/07/2020,2851,50,666,2135,
,Congo (Kinshasa),Africa,-4.0383,21.7587,21/07/2020,8534,196,4528,3810,
,Costa Rica,Americas,9.7489,-83.7534,21/07/2020,11811,68,3194,8549,
,Cote d'Ivoire,Africa,7.54,-5.5471,21/07/2020,14531,93,8857,5581,
,Croatia,Europe,45.1,15.2,21/07/2020,4422,123,3183,1116,
,Cuba,Americas,21.521757,-77.781167,21/07/2020,2449,87,2321,41,
,Cyprus,Europe,35.1264,33.4299,21/07/2020,1040,19,847,174,
,Czechia,Europe,49.8175,15.473,21/07/2020,14324,360,8918,5046,
Faroe Islands,Denmark,Europe,61.8926,-6.9118,21/07/2020,191,0,188,3,
Greenland,Greenland,Europe,71.7069,-42.6043,21/07/2020,13,0,13,0,
,Denmark,Europe,56.2639,9.5018,21/07/2020,13302,611,12261,430,
,Djibouti,Eastern Mediterranean,11.8251,42.5903,21/07/2020,5027,56,4884,87,
,Dominican Republic,Americas,18.7357,-70.1627,21/07/2020,54797,999,25976,27822,
,Ecuador,Americas,-1.8312,-78.1834,21/07/2020,76217,5366,32725,38126,
,Egypt,Eastern Mediterranean,26.820553,30.802498,21/07/2020,89078,4399,29473,55206,
,El Salvador,Americas,13.7942,-88.8965,21/07/2020,12582,352,6965,5265,
,Equatorial Guinea,Africa,1.6508,10.2679,21/07/2020,3071,51,842,2178,
,Eritrea,Africa,15.1794,39.7823,21/07/2020,251,0,155,96,
,Estonia,Europe,58.5953,25.0136,21/07/2020,2022,69,1912,41,
,Eswatini,Africa,-26.5225,31.4659,21/07/2020,1894,24,855,1015,
,Ethiopia,Africa,9.145,40.4897,21/07/2020,11072,180,5448,5444,
,Fiji,Western Pacific,-17.7134,178.065,21/07/2020,27,0,18,9,
,Finland,Europe,61.92411,25.748151,21/07/2020,7351,328,6880,143,
French Guiana,France,Europe,3.9339,-53.1258,21/07/2020,6851,39,4996,1816,
French Polynesia,France,Europe,-17.6797,149.4068,21/07/2020,62,0,60,2,
Guadeloupe,France,Europe,16.265,-61.551,21/07/2020,195,14,172,9,
Mayotte,France,Europe,-12.8275,45.166244,21/07/2020,2824,38,2614,172,
New Caledonia,France,Europe,-20.904305,165.618042,21/07/2020,22,0,21,1,
Reunion,France,Europe,-21.1151,55.5364,21/07/2020,639,3,472,164,
Saint Barthelemy,France,Europe,17.9,-62.8333,21/07/2020,6,0,6,0,
St Martin,France,Europe,18.0708,-63.0501,21/07/2020,46,3,39,4,
Martinique,France,Europe,14.6415,-61.0242,21/07/2020,262,15,98,149,
,France,Europe,46.2276,2.2137,21/07/2020,203696,30056,71382,102258,
,Gabon,Africa,-0.8037,11.6094,21/07/2020,6433,46,4034,2353,
,Gambia,Africa,13.4432,-15.3101,21/07/2020,112,4,57,51,
,Georgia,Europe,42.3154,43.3569,21/07/2020,1049,16,903,130,
,Germany,Europe,51.165691,10.451526,21/07/2020,203717,9099,188221,6397,
,Ghana,Africa,7.9465,-1.0232,21/07/2020,28989,153,25331,3505,
,Greece,Europe,39.0742,21.8243,21/07/2020,4048,197,1374,2477,
,Guatemala,Americas,15.7835,-90.2308,21/07/2020,40229,1531,26685,12013,
,Guinea,Africa,9.9456,-9.6966,21/07/2020,6652,41,5771,840,
,Guyana,Americas,4.860416,-58.93018,21/07/2020,339,19,163,157,
,Haiti,Americas,18.9712,-72.2852,21/07/2020,7100,151,4095,2854,
,Holy See,Europe,41.9029,12.4534,21/07/2020,12,0,12,0,
,Honduras,Americas,15.2,-86.2419,21/07/2020,35345,988,4144,30213,
,Hungary,Europe,47.1625,19.5033,21/07/2020,4347,596,3257,494,
,Iceland,Europe,64.9631,-19.0208,21/07/2020,1839,10,1821,8,
,India,South-East Asia,20.593684,78.96288,21/07/2020,1193078,28732,753050,411296,
,Indonesia,South-East Asia,-0.7893,113.9213,21/07/2020,89869,4320,48466,37083,
,Iran,Eastern Mediterranean,32.427908,53.688046,21/07/2020,278827,14634,242351,21842,
,Iraq,Eastern Mediterranean,33.223191,43.679291,21/07/2020,97159,3950,64950,28259,
,Ireland,Europe,53.1424,-7.6921,21/07/2020,25802,1753,23364,685,
,Israel,Europe,31.046051,34.851612,21/07/2020,54042,425,22743,30874,
,Italy,Europe,41.87194,12.56738,21/07/2020,244752,35073,197431,12248,
,Jamaica,Americas,18.1096,-77.2975,21/07/2020,810,10,709,91,
,Japan,Western Pacific,36.204824,138.252924,21/07/2020,26463,988,20001,5474,
,Jordan,Eastern Mediterranean,31.24,36.51,21/07/2020,1113,11,1034,68,
,Kazakhstan,Europe,48.0196,66.9237,21/07/2020,75153,585,46790,27778,
,Kenya,Africa,-0.0236,37.9062,21/07/2020,14168,250,6258,7660,
,South Korea,Western Pacific,35.907757,127.766922,21/07/2020,13879,297,12698,884,
,Kuwait,Eastern Mediterranean,29.31166,47.481766,21/07/2020,60434,412,50919,9103,
,Kyrgyzstan,Europe,41.20438,74.766098,21/07/2020,28251,1079,14776,12396,
,Latvia,Europe,56.8796,24.6032,21/07/2020,1193,31,1045,117,
,Lebanon,Eastern Mediterranean,33.8547,35.8623,21/07/2020,2980,41,1577,1362,
,Liberia,Africa,6.428055,-9.429499,21/07/2020,1108,70,575,463,
,Liechtenstein,Europe,47.14,9.55,21/07/2020,86,1,83,2,
,Lithuania,Europe,55.1694,23.8813,21/07/2020,1949,80,1601,268,
,Luxembourg,Europe,49.8153,6.1296,21/07/2020,5725,111,4479,1135,
,Madagascar,Africa,-18.766947,46.869107,21/07/2020,7548,65,4286,3197,
,Malaysia,Western Pacific,4.210484,101.975766,21/07/2020,8815,123,8562,130,
,Maldives,South-East Asia,3.2028,73.2207,21/07/2020,3044,15,2397,632,
,Malta,Europe,35.9375,14.3754,21/07/2020,677,9,664,4,
,Mauritania,Africa,21.0079,-10.9408,21/07/2020,5985,155,3826,2004,
,Mauritius,Africa,-20.348404,57.552152,21/07/2020,343,10,332,1,
,Mexico,Americas,23.6345,-102.5528,21/07/2020,356255,40400,267407,48448,
,Moldova,Europe,47.4116,28.3699,21/07/2020,21442,707,14599,6136,
,Monaco,Europe,43.7333,7.4167,21/07/2020,111,4,100,7,
,Mongolia,Western Pacific,46.8625,103.8467,21/07/2020,287,0,213,74,
,Montenegro,Europe,42.708678,19.37439,21/07/2020,2381,35,426,1920,
,Morocco,Eastern Mediterranean,31.7917,-7.0926,21/07/2020,17742,280,15389,2073,
,Namibia,Africa,-22.9576,18.4904,21/07/2020,1366,7,57,1302,
,Nepal,South-East Asia,28.1667,84.25,21/07/2020,17994,40,12477,5477,
Aruba,Netherlands,Europe,12.5211,-69.9683,21/07/2020,117,3,100,14,
Curacao,Netherlands,Europe,12.1696,-68.99,21/07/2020,28,1,24,3,
Sint Maarten,Netherlands,Europe,18.0425,-63.0548,21/07/2020,79,15,63,1,
,Netherlands,Europe,52.1326,5.2913,21/07/2020,52073,6136,0,45937,
,New Zealand,Western Pacific,-40.9006,174.886,21/07/2020,1555,22,1506,27,
,Nicaragua,Americas,12.865416,-85.207229,21/07/2020,3439,108,2492,839,
,Niger,Africa,17.607789,8.081666,21/07/2020,1113,69,1018,26,
,Nigeria,Africa,9.082,8.6753,21/07/2020,37801,805,15677,21319,
,North Macedonia,Europe,41.6086,21.7453,21/07/2020,9412,432,4940,4040,
,Norway,Europe,60.472,8.4689,21/07/2020,9053,255,8138,660,
,Oman,Eastern Mediterranean,21.512583,55.923255,21/07/2020,69887,337,46608,22942,
,Pakistan,Eastern Mediterranean,30.3753,69.3451,21/07/2020,267428,5677,210468,51283,
,Panama,Americas,8.538,-80.7821,21/07/2020,55153,1159,30075,23919,
,Papua New Guinea,Western Pacific,-6.314993,143.95555,21/07/2020,27,1,8,18,
,Paraguay,Americas,-23.4425,-58.4438,21/07/2020,3817,35,2307,1475,
,Peru,Americas,-9.19,-75.0152,21/07/2020,362087,13579,248746,99762,
,Philippines,Western Pacific,12.879721,121.774017,21/07/2020,70764,1837,23281,45646,
,Poland,Europe,51.9194,19.1451,21/07/2020,40782,1636,30771,8375,
,Portugal,Europe,39.3999,-8.2245,21/07/2020,48898,1697,33769,13432,
,Qatar,Eastern Mediterranean,25.3548,51.1839,21/07/2020,107430,160,104191,3079,
,Romania,Europe,45.9432,24.9668,21/07/2020,39133,2074,24454,12605,
,Russia,Europe,61.52401,105.318756,21/07/2020,782040,12561,561397,208082,
,Rwanda,Africa,-1.9403,29.8739,21/07/2020,1655,5,848,802,
,Saint Lucia,Americas,13.9094,-60.9789,21/07/2020,23,0,19,4,
,Saint Vincent and the Grenadines,Americas,12.9843,-61.2872,21/07/2020,50,0,29,21,
,San Marino,Europe,43.9424,12.4578,21/07/2020,699,42,656,1,
,Saudi Arabia,Eastern Mediterranean,23.885942,45.079162,21/07/2020,255825,2557,207259,46009,
,Senegal,Africa,14.4974,-14.4524,21/07/2020,8985,174,6044,2767,
,Serbia,Europe,44.0165,21.0059,21/07/2020,21605,491,0,21114,
,Seychelles,Africa,-4.6796,55.492,21/07/2020,108,0,27,81,
,Singapore,Western Pacific,1.2833,103.8333,21/07/2020,48434,27,44584,3823,
,Slovakia,Europe,48.669,19.699,21/07/2020,2021,28,1538,455,
,Slovenia,Europe,46.1512,14.9955,21/07/2020,1977,114,1625,238,
,Somalia,Eastern Mediterranean,5.152149,46.199616,21/07/2020,3135,93,1464,1578,
,South Africa,Africa,-30.5595,22.9375,21/07/2020,381798,5368,208144,168286,
,Spain,Europe,40.463667,-3.74922,21/07/2020,266194,28424,150376,87394,
,Sri Lanka,South-East Asia,7.873054,80.771797,21/07/2020,2730,11,2048,671,
,Sudan,Eastern Mediterranean,12.8628,30.2176,21/07/2020,10992,693,5707,4592,
,Suriname,Americas,3.9193,-56.0278,21/07/2020,1131,21,705,405,
,Sweden,Europe,60.128161,18.643501,21/07/2020,78166,5646,0,72520,
,Switzerland,Europe,46.8182,8.2275,21/07/2020,33742,1972,30300,1470,
,Taiwan*,Western Pacific,23.7,121,21/07/2020,451,7,440,4,
,Tanzania,Africa,-6.369028,34.888822,21/07/2020,509,21,183,305,
,Thailand,South-East Asia,15.870032,100.992541,21/07/2020,3255,58,3105,92,
,Togo,Africa,8.6195,0.8248,21/07/2020,790,15,560,215,
,Trinidad and Tobago,Americas,10.6918,-61.2225,21/07/2020,139,8,124,7,
,Tunisia,Eastern Mediterranean,33.886917,9.537499,21/07/2020,1389,50,1103,236,
,Turkey,Europe,38.9637,35.2433,21/07/2020,221500,5526,204011,11963,
,Uganda,Africa,1.373333,32.290275,21/07/2020,1072,0,958,114,
,Ukraine,Europe,48.3794,31.1656,21/07/2020,61454,1537,33186,26731,
,United Arab Emirates,Eastern Mediterranean,23.424076,53.847818,21/07/2020,57498,341,49964,7193,
Bermuda,United Kingdom,Europe,32.3078,-64.7505,21/07/2020,153,9,137,7,
Cayman Islands,United Kingdom,Europe,19.3133,-81.2546,21/07/2020,203,1,201,1,
Channel Islands,United Kingdom,Europe,49.3723,-2.3644,21/07/2020,583,47,529,7,
Gibraltar,United Kingdom,Europe,36.1408,-5.3536,21/07/2020,180,0,180,0,
Isle of Man,United Kingdom,Europe,54.2361,-4.5481,21/07/2020,336,24,312,0,
Montserrat,United Kingdom,Europe,16.742498,-62.187366,21/07/2020,12,1,10,1,
,United Kingdom,Europe,55.3781,-3.436,21/07/2020,295817,45422,0,250395,
,Uruguay,Americas,-32.5228,-55.7658,21/07/2020,1096,33,929,134,
,US,Americas,40,-100,21/07/2020,3899211,142121,1182018,2575072,
,Uzbekistan,Europe,41.377491,64.585262,21/07/2020,17881,95,9521,8265,
,Venezuela,Americas,6.4238,-66.5897,21/07/2020,12774,120,6983,5671,
,Vietnam,Western Pacific,14.058324,108.277199,21/07/2020,401,0,365,36,
,Zambia,Africa,-13.133897,27.849332,21/07/2020,3386,128,1620,1638,
,Zimbabwe,Africa,-19.015438,29.154857,21/07/2020,1820,26,488,1306,
,Dominica,Americas,15.415,-61.371,21/07/2020,18,0,18,0,
,Grenada,Americas,12.1165,-61.679,21/07/2020,23,0,23,0,
,Mozambique,Africa,-18.665695,35.529562,21/07/2020,1536,11,0,1525,
,Syria,Eastern Mediterranean,34.802075,38.996815,21/07/2020,540,31,0,509,
,Timor-Leste,South-East Asia,-8.874217,125.727539,21/07/2020,24,0,0,24,
,Belize,Americas,17.1899,-88.4976,21/07/2020,42,2,22,18,
,Laos,Western Pacific,19.85627,102.495496,21/07/2020,19,0,19,0,
,Libya,Eastern Mediterranean,26.3351,17.228331,21/07/2020,2088,50,479,1559,
,West Bank and Gaza,Eastern Mediterranean,31.9522,35.2332,21/07/2020,9228,64,1932,7232,
,Guinea-Bissau,Africa,11.8037,-15.1804,21/07/2020,1954,26,803,1125,
,Mali,Africa,17.570692,-3.996166,21/07/2020,2477,122,1856,499,
,Saint Kitts and Nevis,Americas,17.357822,-62.782998,21/07/2020,17,0,15,2,
Northwest Territories,Canada,Americas,64.8255,-124.8457,21/07/2020,5,0,0,5,
Yukon,Canada,Americas,64.2823,-135,21/07/2020,13,0,0,13,
,Kosovo,Europe,42.602636,20.902977,21/07/2020,5877,139,3069,2669,
,Burma,South-East Asia,21.9162,95.956,21/07/2020,341,6,280,55,
Anguilla,United Kingdom,Europe,18.2206,-63.0686,21/07/2020,3,0,3,0,
British Virgin Islands,United Kingdom,Europe,18.4207,-64.64,21/07/2020,8,1,7,0,
Turks and Caicos Islands,United Kingdom,Europe,21.694,-71.7979,21/07/2020,81,2,22,57,
,Botswana,Africa,-22.3285,24.6849,21/07/2020,522,1,48,473,
,Burundi,Africa,-3.3731,29.9189,21/07/2020,328,1,207,120,
,Sierra Leone,Africa,8.460555,-11.779889,21/07/2020,1727,66,1273,388,
,Malawi,Africa,-13.2543,34.3015,21/07/2020,3045,64,1180,1801,
Falkland Islands (Malvinas),United Kingdom,Europe,-51.7963,-59.5236,21/07/2020,13,0,13,0,
Saint Pierre and Miquelon,France,Europe,46.8852,-56.3159,21/07/2020,4,0,1,3,
,South Sudan,Africa,6.877,31.307,21/07/2020,2211,45,1175,991,
,Western Sahara,Africa,24.2155,-12.8858,21/07/2020,10,1,8,1,
,Sao Tome and Principe,Africa,0.1864,6.6131,21/07/2020,746,14,588,144,
,Yemen,Eastern Mediterranean,15.552727,48.516388,21/07/2020,1629,456,741,432,
,Comoros,Africa,-11.6455,43.3333,21/07/2020,337,7,319,11,
,Tajikistan,Europe,38.861,71.2761,21/07/2020,6967,57,5683,1227,
,Lesotho,Africa,-29.61,28.2336,21/07/2020,359,6,69,284,
,Afghanistan,Eastern Mediterranean,33.93911,67.709953,22/07/2020,35727,1190,23924,10613,
,Albania,Europe,41.1533,20.1683,22/07/2020,4358,120,2463,1775,
,Algeria,Africa,28.0339,1.6596,22/07/2020,24872,1111,16983,6778,
,Andorra,Europe,42.5063,1.5218,22/07/2020,889,52,803,34,
,Angola,Africa,-11.2027,17.8739,22/07/2020,812,33,221,558,
,Antigua and Barbuda,Americas,17.0608,-61.7964,22/07/2020,76,3,58,15,
,Argentina,Americas,-38.4161,-63.6167,22/07/2020,141900,2588,60531,78781,
,Armenia,Europe,40.0691,45.0382,22/07/2020,35693,678,24766,10249,
Australian Capital Territory,Australia,Western Pacific,-35.4735,149.0124,22/07/2020,113,3,109,1,
New South Wales,Australia,Western Pacific,-33.8688,151.2093,22/07/2020,3633,49,2988,596,
Northern Territory,Australia,Western Pacific,-12.4634,130.8456,22/07/2020,31,0,30,1,
Queensland,Australia,Western Pacific,-27.4698,153.0251,22/07/2020,1074,6,1063,5,
South Australia,Australia,Western Pacific,-34.9285,138.6007,22/07/2020,446,4,441,1,
Tasmania,Australia,Western Pacific,-42.8821,147.3272,22/07/2020,229,13,215,1,
Victoria,Australia,Western Pacific,-37.8136,144.9631,22/07/2020,7125,49,3298,3778,
Western Australia,Australia,Western Pacific,-31.9505,115.8605,22/07/2020,651,9,626,16,
,Austria,Europe,47.5162,14.5501,22/07/2020,19929,711,17849,1369,
,Azerbaijan,Europe,40.1431,47.5769,22/07/2020,28633,385,20443,7805,
,Bahamas,Americas,25.025885,-78.035889,22/07/2020,219,11,91,117,
,Bahrain,Eastern Mediterranean,26.0275,50.55,22/07/2020,37637,130,33894,3613,
,Bangladesh,South-East Asia,23.685,90.3563,22/07/2020,213254,2751,117202,93301,
,Barbados,Americas,13.1939,-59.5432,22/07/2020,106,7,94,5,
,Belarus,Europe,53.7098,27.9534,22/07/2020,66521,513,59061,6947,
,Belgium,Europe,50.8333,4.469936,22/07/2020,64627,9808,17347,37472,
,Benin,Africa,9.3077,2.3158,22/07/2020,1690,34,782,874,
,Bhutan,South-East Asia,27.5142,90.4336,22/07/2020,92,0,83,9,
,Bolivia,Americas,-16.2902,-63.5887,22/07/2020,64135,2328,19721,42086,
,Bosnia and Herzegovina,Europe,43.9159,17.6791,22/07/2020,9115,268,4159,4688,
,Brazil,Americas,-14.235,-51.9253,22/07/2020,2227514,82771,1591975,552768,
,Brunei,Western Pacific,4.5353,114.7277,22/07/2020,141,3,138,0,
,Bulgaria,Europe,42.7339,25.4858,22/07/2020,9584,321,4643,4620,
,Burkina Faso,Africa,12.2383,-1.5616,22/07/2020,1066,53,917,96,
,Cabo Verde,Africa,16.5388,-23.0418,22/07/2020,2154,21,1132,1001,
,Cambodia,Western Pacific,11.55,104.9167,22/07/2020,198,0,142,56,
,Cameroon,Africa,3.848,11.5021,22/07/2020,16522,382,13728,2412,
Alberta,Canada,Americas,53.9333,-116.5765,22/07/2020,9728,172,0,9556,
British Columbia,Canada,Americas,53.7267,-127.6476,22/07/2020,3328,189,0,3139,
Manitoba,Canada,Americas,53.7609,-98.8139,22/07/2020,374,7,0,367,
New Brunswick,Canada,Americas,46.5653,-66.4619,22/07/2020,170,2,0,168,
Newfoundland and Labrador,Canada,Americas,53.1355,-57.6604,22/07/2020,264,3,0,261,
Nova Scotia,Canada,Americas,44.682,-63.7443,22/07/2020,1067,63,0,1004,
Ontario,Canada,Americas,51.2538,-85.3232,22/07/2020,39824,2799,0,37025,
Prince Edward Island,Canada,Americas,46.5107,-63.4168,22/07/2020,36,0,0,36,
Quebec,Canada,Americas,52.9399,-73.5491,22/07/2020,57938,5662,0,52276,
Saskatchewan,Canada,Americas,52.9399,-106.4509,22/07/2020,1030,15,0,1015,
,Central African Republic,Africa,6.6111,20.9394,22/07/2020,4574,57,1437,3080,
,Chad,Africa,15.4542,18.7322,22/07/2020,889,75,805,9,
,Chile,Americas,-35.6751,-71.543,22/07/2020,336402,8722,309241,18439,
Anhui,China,Western Pacific,31.8257,117.2264,22/07/2020,991,6,985,0,
Beijing,China,Western Pacific,40.1824,116.4142,22/07/2020,929,9,841,79,
Chongqing,China,Western Pacific,30.0572,107.874,22/07/2020,583,6,576,1,
Fujian,China,Western Pacific,26.0789,117.9874,22/07/2020,364,1,361,2,
Gansu,China,Western Pacific,35.7518,104.2861,22/07/2020,167,2,165,0,
Guangdong,China,Western Pacific,23.3417,113.4244,22/07/2020,1662,8,1637,17,
Guangxi,China,Western Pacific,23.8298,108.7881,22/07/2020,255,2,253,0,
Guizhou,China,Western Pacific,26.8154,106.8748,22/07/2020,147,2,145,0,
Hainan,China,Western Pacific,19.1959,109.7453,22/07/2020,171,6,165,0,
Hebei,China,Western Pacific,39.549,116.1306,22/07/2020,349,6,0,343,
Heilongjiang,China,Western Pacific,47.862,127.7615,22/07/2020,947,13,934,0,
Henan,China,Western Pacific,37.8957,114.9042,22/07/2020,1276,22,0,1254,
Hong Kong,China,Western Pacific,22.3,114.2,22/07/2020,2131,14,1344,773,
Hubei,China,Western Pacific,30.9756,112.2707,22/07/2020,68135,4512,63623,0,
Hunan,China,Western Pacific,27.6104,111.7088,22/07/2020,1019,4,1015,0,
Inner Mongolia,China,Western Pacific,44.0935,113.9448,22/07/2020,250,1,241,8,
Jiangsu,China,Western Pacific,32.9711,119.455,22/07/2020,655,0,654,1,
Jiangxi,China,Western Pacific,27.614,115.7221,22/07/2020,932,1,931,0,
Jilin,China,Western Pacific,43.6661,126.1923,22/07/2020,155,2,153,0,
Liaoning,China,Western Pacific,41.2956,122.6085,22/07/2020,165,2,158,5,
Macau,China,Western Pacific,22.1667,113.55,22/07/2020,46,0,46,0,
Ningxia,China,Western Pacific,37.2692,106.1655,22/07/2020,75,0,75,0,
Qinghai,China,Western Pacific,35.7452,95.9956,22/07/2020,18,0,18,0,
Shaanxi,China,Western Pacific,35.1917,108.8701,22/07/2020,323,3,317,3,
Shandong,China,Western Pacific,36.3427,118.1498,22/07/2020,798,7,785,6,
Shanghai,China,Western Pacific,31.202,121.4491,22/07/2020,738,7,711,20,
Shanxi,China,Western Pacific,37.5777,112.2922,22/07/2020,201,0,200,1,
Sichuan,China,Western Pacific,30.6171,102.7103,22/07/2020,603,3,594,6,
Tianjin,China,Western Pacific,39.3054,117.323,22/07/2020,203,3,195,5,
Tibet,China,Western Pacific,31.6927,88.0924,22/07/2020,1,0,1,0,
Xinjiang,China,Western Pacific,41.1129,85.2401,22/07/2020,158,3,73,82,
Yunnan,China,Western Pacific,24.974,101.487,22/07/2020,189,2,185,2,
Zhejiang,China,Western Pacific,29.1832,120.0934,22/07/2020,1270,1,1267,2,
,Colombia,Americas,4.5709,-74.2973,22/07/2020,218428,7373,101613,109442,
,Congo (Brazzaville),Africa,-0.228,15.8277,22/07/2020,2851,50,666,2135,
,Congo (Kinshasa),Africa,-4.0383,21.7587,22/07/2020,8626,197,4790,3639,
,Costa Rica,Americas,9.7489,-83.7534,22/07/2020,12361,71,3322,8968,
,Cote d'Ivoire,Africa,7.54,-5.5471,22/07/2020,14733,93,8995,5645,
,Croatia,Europe,45.1,15.2,22/07/2020,4530,125,3278,1127,
,Cuba,Americas,21.521757,-77.781167,22/07/2020,2462,87,2326,49,
,Cyprus,Europe,35.1264,33.4299,22/07/2020,1040,19,847,174,
,Czechia,Europe,49.8175,15.473,22/07/2020,14570,364,9144,5062,
Faroe Islands,Denmark,Europe,61.8926,-6.9118,22/07/2020,191,0,188,3,
Greenland,Greenland,Europe,71.7069,-42.6043,22/07/2020,13,0,13,0,
,Denmark,Europe,56.2639,9.5018,22/07/2020,13350,611,12274,465,
,Djibouti,Eastern Mediterranean,11.8251,42.5903,22/07/2020,5030,58,4904,68,
,Dominican Republic,Americas,18.7357,-70.1627,22/07/2020,56043,1005,26466,28572,
